Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:Acpitz,2","Temp:Acpitz,3","Temp:Edge,0","Temp:Local_F75303@4D,0","Temp:Cpu_F75303@4D,0","Temp:Ddr_F75303@4D,0","Temp:Cpu@4C,0","Temp:Iwlwifi_1,0","Temp:Tctl,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0","Temp:Spd5118,0","Temp:Spd5118,1",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,"Fan:cros_ec,0","Fan:framework_laptop,0"
2025-03-17_13:03:42,40.8,40.8,35.8,48.8,47.0,40.9,40.9,35.9,48.9,28.0,49.4,42.9,36.9,37.9,43.5,38.0,720.8,400.0,400.0,1308.2,400.0,400.0,400.0,1397.3,1347.1,400.0,400.0,400.0,1397.1,7.7,0.0,0.0,3.7,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,7.1,2194,2194
2025-03-17_13:03:44,40.8,40.8,36.8,48.8,48.0,40.9,40.9,36.9,48.9,29.0,49.0,42.9,36.9,37.9,43.5,38.0,1647.9,2391.2,2395.1,2395.2,2396.8,1336.7,400.0,2395.2,400.0,1362.2,400.0,2395.2,2394.8,4.5,2.9,2.9,3.4,2.9,2.5,3.4,12.4,1.9,4.4,2.0,8.7,4.9,2199,2199
2025-03-17_13:03:46,40.8,40.8,36.8,47.8,49.0,40.9,40.9,36.9,47.9,28.0,49.2,42.9,36.9,37.9,43.5,38.0,1198.9,2396.0,400.0,400.0,400.0,1330.3,1329.3,2395.4,2293.8,1330.0,400.0,400.0,1327.4,4.7,3.4,3.5,5.5,2.0,3.0,0.0,10.4,5.9,5.0,2.9,7.0,6.9,2199,2199
2025-03-17_13:03:48,40.8,40.8,35.8,49.8,50.0,40.9,40.9,35.9,49.9,28.0,53.5,42.9,36.9,37.9,43.5,38.0,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,57.0,56.4,56.1,56.4,55.7,56.7,55.2,64.5,58.6,56.4,55.0,58.1,55.7,2194,2194
2025-03-17_13:03:50,40.8,40.8,36.8,58.8,51.0,40.9,40.9,36.9,58.9,27.0,60.0,42.9,36.9,38.9,43.2,38.0,3467.9,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.3,3468.3,3468.4,3468.4,3468.4,3468.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2204,2204
2025-03-17_13:03:52,40.8,40.8,36.8,60.8,52.0,40.9,40.9,36.9,60.9,28.0,61.8,42.9,36.9,37.9,43.2,38.0,3468.2,3468.4,3468.4,3468.4,3468.4,3468.4,3468.4,3468.0,3468.4,3468.3,3468.3,3468.3,3468.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2199,2199
2025-03-17_13:03:54,40.8,40.8,36.8,62.8,56.0,40.9,40.9,36.9,62.9,28.0,64.8,42.9,36.9,37.9,43.2,38.0,4105.2,4083.2,4083.2,4082.9,4082.9,4083.1,4083.1,4082.7,4083.2,4083.1,4083.0,4083.0,4083.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2209,2209
2025-03-17_13:03:56,40.8,40.8,36.8,84.8,66.0,40.9,40.9,36.9,84.8,27.0,89.6,42.9,36.9,37.9,43.2,38.0,4418.6,4415.9,4415.9,4415.9,4415.9,4415.9,4416.0,4416.0,4416.0,4416.0,4415.9,4416.0,4415.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2209,2209
2025-03-17_13:03:58,40.8,41.8,36.8,96.8,67.0,40.9,41.9,36.9,96.8,28.0,97.8,42.9,36.9,37.9,43.2,38.0,4266.8,4266.7,4266.8,4266.8,4266.8,4266.8,4266.8,4266.8,4266.9,4266.7,4266.7,4266.7,4266.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2204,2204
2025-03-17_13:04:00,40.8,41.8,36.8,92.8,66.0,40.9,41.9,36.9,92.8,29.0,92.4,42.9,36.9,37.9,43.2,38.0,4191.9,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,2214,2214
2025-03-17_13:04:02,40.8,42.8,36.8,89.8,68.0,40.9,42.9,36.9,89.8,28.0,90.6,42.9,36.9,37.9,43.2,38.0,4191.6,4191.9,4191.9,4191.9,4191.9,4191.9,4191.9,4191.9,4191.9,4191.9,4191.9,4191.8,4191.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2214,2214
2025-03-17_13:04:04,40.8,42.8,36.8,88.8,69.0,40.9,42.9,36.9,88.8,28.0,90.0,42.9,36.9,37.9,43.2,37.8,4126.5,4143.7,4143.7,4143.5,4143.5,4143.5,4143.5,4143.5,4143.7,4143.4,4143.4,4143.7,4143.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2214,2214
2025-03-17_13:04:06,40.8,42.8,36.8,90.8,70.0,40.9,42.9,36.9,90.8,29.0,91.2,42.9,36.9,37.9,43.5,37.8,4167.1,4138.5,4138.5,4138.2,4138.1,4138.2,4138.2,4138.5,4138.1,4138.2,4138.2,4138.5,4138.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2214,2214
2025-03-17_13:04:08,40.8,43.8,36.8,91.8,71.0,40.9,43.9,36.9,91.8,28.0,92.2,42.9,36.9,37.9,43.5,37.8,4166.1,4166.6,4166.6,4166.6,4166.7,4166.6,4166.6,4166.6,4166.7,4166.6,4166.6,4166.6,4166.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2209,2209
2025-03-17_13:04:10,40.8,43.8,36.8,92.8,72.0,40.9,43.9,36.9,92.8,28.0,93.6,42.9,36.9,37.9,43.5,37.8,4166.9,4166.9,4166.9,4167.0,4166.9,4166.9,4167.0,4166.9,4166.9,4167.0,4166.9,4167.0,4166.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2214,2214
2025-03-17_13:04:12,40.8,43.8,36.8,92.8,73.0,40.9,43.9,36.9,92.8,28.0,94.1,42.9,36.9,37.9,43.5,37.8,4142.1,4142.1,4142.0,4142.1,4142.1,4142.1,4142.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2219,2219
2025-03-17_13:04:14,41.8,44.8,36.8,92.8,74.0,41.9,44.9,36.9,92.8,28.0,93.9,42.9,36.9,37.9,43.5,37.8,4167.0,4167.1,4167.0,4167.0,4167.0,4167.1,4167.0,4166.8,4167.1,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2219,2219
2025-03-17_13:04:16,41.8,44.8,36.8,94.8,74.0,41.9,44.9,36.9,94.8,28.0,95.2,42.9,36.9,37.9,43.5,37.8,4141.9,4101.7,4102.0,4101.6,4101.5,4102.1,4102.1,4102.0,4102.0,4101.6,4101.6,4102.2,4101.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2346,2346
2025-03-17_13:04:18,41.8,45.8,36.8,94.8,75.0,41.9,45.9,36.9,94.8,28.0,95.2,42.9,36.9,37.9,43.8,37.8,4142.0,4142.1,4142.0,4142.1,4142.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2329,2329
2025-03-17_13:04:20,41.8,45.8,36.8,95.8,76.0,41.9,45.9,36.9,95.8,27.0,96.4,42.9,36.9,37.9,43.8,37.8,4142.0,4141.9,4141.9,4142.0,4141.9,4142.0,4142.0,4141.9,4141.9,4142.0,4141.9,4142.0,4142.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2329,2329
2025-03-17_13:04:22,41.8,45.8,36.8,96.8,77.0,41.9,45.9,36.9,96.8,27.0,97.6,42.9,36.9,37.9,43.8,37.8,4167.1,4167.1,4167.0,4166.9,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2323,2323
2025-03-17_13:04:24,42.8,46.8,36.8,96.8,77.0,42.9,46.9,36.9,96.8,28.0,97.6,42.9,36.9,37.9,44.0,37.8,4142.0,4141.8,4141.9,4142.0,4141.9,4141.9,4142.0,4141.9,4142.0,4141.9,4141.9,4141.9,4141.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2553,2553
2025-03-17_13:04:26,42.8,46.8,36.8,98.8,77.0,42.9,46.9,36.9,98.8,28.0,99.1,42.9,36.9,37.9,44.0,37.8,4117.2,4117.1,4117.0,4116.9,4116.9,4117.1,4117.0,4116.9,4117.0,4116.9,4116.9,4116.9,4117.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2621,2621
2025-03-17_13:04:28,42.8,47.8,36.8,98.8,78.0,42.9,47.9,36.9,98.8,28.0,99.5,42.9,36.9,37.9,44.0,37.8,4142.1,4142.1,4142.1,4142.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2628,2628
2025-03-17_13:04:30,42.8,47.8,36.8,97.8,78.0,42.9,47.9,36.9,97.8,28.0,99.0,42.9,36.9,37.9,44.2,37.8,4142.1,4111.3,4111.3,4111.6,4111.3,4111.3,4111.3,4111.6,4111.3,4111.6,4111.6,4111.6,4111.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3298,3298
2025-03-17_13:04:32,43.8,47.8,36.8,98.8,78.0,43.9,47.9,36.9,98.8,29.0,99.8,42.9,36.9,37.9,44.2,37.5,4091.7,4092.1,4092.1,4092.1,4092.2,4092.2,4092.1,4092.1,4092.2,4092.1,4092.1,4092.2,4092.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3321,3321
2025-03-17_13:04:35,43.8,47.8,36.8,98.8,78.0,43.9,47.9,36.9,98.8,28.0,99.0,42.9,36.9,37.9,44.2,37.8,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.2,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3309,3309
2025-03-17_13:04:37,43.8,47.8,36.8,98.8,79.0,43.9,47.9,36.9,98.8,28.0,99.2,42.9,36.9,37.9,44.5,37.5,3717.1,3716.8,3716.9,3716.8,3716.9,3716.9,3716.9,3716.5,3716.9,3716.9,3716.9,3716.8,3716.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3309,3309
2025-03-17_13:04:39,44.8,48.8,36.8,98.8,79.0,44.9,48.9,36.9,98.8,28.0,99.6,42.9,36.9,37.9,44.5,37.8,4117.1,4117.1,4117.1,4117.2,4117.1,4117.1,4117.1,4117.2,4117.2,4117.2,4117.1,4117.2,4117.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3766,3766
2025-03-17_13:04:41,44.8,48.8,36.8,97.8,78.0,44.9,48.9,36.9,97.8,28.0,98.4,42.9,36.9,38.9,44.5,37.8,4117.1,4116.4,4116.5,4116.5,4116.5,4116.5,4116.5,4116.5,4116.6,4116.5,4116.5,4116.5,4116.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3885,3885
2025-03-17_13:04:43,44.8,48.8,36.8,98.8,78.0,44.9,48.9,36.9,98.8,28.0,99.4,42.9,36.9,38.9,44.8,37.8,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3855,3855
2025-03-17_13:04:45,44.8,49.8,37.8,98.8,78.0,44.9,49.9,37.9,98.8,27.0,99.5,43.9,37.9,38.9,44.8,37.5,4117.1,4117.2,4117.1,4117.1,4117.1,4117.2,4117.1,4117.2,4117.1,4117.1,4117.1,4117.1,4117.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4388,4388
2025-03-17_13:04:47,45.8,49.8,37.8,96.8,77.0,45.9,49.9,37.9,96.8,28.0,97.6,43.9,37.9,38.9,45.0,37.8,4032.8,4042.2,4042.2,4042.3,4042.3,4042.3,4042.2,4041.9,4042.3,4042.3,4042.3,4042.3,4042.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4488,4488
2025-03-17_13:04:49,45.8,49.8,37.8,96.8,77.0,45.9,49.9,37.9,96.8,29.0,97.9,43.9,37.9,38.9,45.0,37.8,4121.7,4141.8,4141.9,4141.9,4141.8,4141.9,4141.8,4141.8,4141.8,4141.8,4141.8,4141.8,4141.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4448,4448
2025-03-17_13:04:51,45.8,49.8,37.8,97.8,77.0,45.9,49.9,37.9,97.8,29.0,98.2,43.9,37.9,38.9,45.0,37.8,4141.8,4142.0,4142.0,4141.9,4142.0,4142.0,4141.9,4142.0,4141.9,4142.0,4141.9,4141.9,4141.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4448,4448
2025-03-17_13:04:53,45.8,50.8,37.8,97.8,77.0,45.9,50.9,37.9,97.8,28.0,98.1,43.9,37.9,39.9,45.0,37.8,4140.8,4167.0,4167.0,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,4167.1,4167.1,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4964,4964
2025-03-17_13:04:55,45.8,50.8,37.8,96.8,76.0,45.9,50.9,37.9,96.8,28.0,97.5,43.9,37.9,38.9,45.2,37.5,4117.1,4117.1,4117.1,4117.1,4117.2,4116.6,4117.2,4117.1,4117.1,4117.1,4117.1,4117.1,4117.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4990,4990
2025-03-17_13:04:57,46.8,50.8,37.8,96.8,76.0,46.9,50.9,37.9,96.8,28.0,97.2,43.9,37.9,39.9,45.2,37.5,4141.7,4141.4,4141.5,4141.5,4141.5,4141.5,4141.5,4141.4,4141.4,4141.4,4141.5,4141.4,4141.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5015,5015
2025-03-17_13:04:59,46.8,50.8,37.8,93.8,76.0,46.9,50.9,37.9,93.8,29.0,94.9,43.9,37.9,39.9,45.2,37.5,4166.9,4167.0,4167.1,4167.0,4167.0,4142.3,4142.2,4141.9,4142.0,4142.2,4142.2,4142.3,4142.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5041,5041
2025-03-17_13:05:01,46.8,50.8,37.8,94.8,75.0,46.9,50.9,37.9,94.8,28.0,95.9,43.9,37.9,39.9,45.5,37.8,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.0,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5015,5015
2025-03-17_13:05:03,46.8,50.8,37.8,93.8,75.0,46.9,50.9,37.9,93.8,28.0,94.8,43.9,37.9,39.9,45.5,37.8,4142.1,4141.9,4141.9,4142.0,4141.9,4141.9,4141.9,4141.9,4141.9,4141.9,4141.9,4141.9,4141.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5015,5015
2025-03-17_13:05:05,46.8,50.8,37.8,94.8,75.0,46.9,50.9,37.9,94.8,28.0,95.8,43.9,37.9,39.9,45.5,37.8,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5015,5015
2025-03-17_13:05:07,46.8,50.8,37.8,93.8,75.0,46.9,50.9,37.9,93.8,28.0,94.0,43.9,37.9,39.9,45.8,37.8,4067.8,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.3,4092.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4990,4990
2025-03-17_13:05:09,46.8,50.8,37.8,93.8,75.0,46.9,50.9,37.9,93.8,28.0,94.6,43.9,37.9,39.9,45.8,37.8,4166.9,4166.9,4166.9,4166.9,4166.9,4166.9,4166.9,4166.9,4166.8,4166.9,4166.9,4166.9,4166.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4990,4990
2025-03-17_13:05:11,47.8,50.8,37.8,94.8,75.0,47.9,50.9,37.9,94.8,28.0,95.0,43.9,37.9,39.9,45.8,37.8,4142.1,4142.0,4142.1,4142.1,4142.1,4142.1,4142.0,4141.6,4142.0,4142.1,4142.1,4142.0,4142.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5041,5041
2025-03-17_13:05:13,47.8,51.8,37.8,93.8,74.0,47.9,51.9,37.9,93.8,29.0,92.8,43.9,37.9,39.9,46.0,37.8,4098.6,4117.2,4117.1,4117.2,4117.1,4117.1,4117.1,4117.2,4117.2,4117.2,4117.1,4117.2,4117.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5461,5461
2025-03-17_13:05:15,47.8,51.8,37.8,91.8,74.0,47.9,51.9,37.9,91.8,28.0,92.8,44.9,38.9,40.9,46.0,38.0,4126.9,4141.1,4141.1,4141.1,4141.0,4141.1,4141.0,4141.1,4141.0,4141.0,4141.0,4141.0,4141.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5553,5553
2025-03-17_13:05:17,47.8,51.8,37.8,90.8,74.0,47.9,51.9,37.9,90.8,28.0,91.6,44.9,38.9,39.9,46.2,38.0,4122.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5491,5491
2025-03-17_13:05:19,47.8,51.8,38.8,92.8,74.0,47.9,51.9,38.9,92.8,28.0,93.4,44.9,38.9,39.9,46.2,38.0,4167.0,4138.2,4138.2,4138.3,4138.2,4138.2,4137.9,4137.2,4138.2,4138.3,4138.2,4138.0,4137.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5553,5553
